Police Beat,CRIME_TYPE,CRIME_DESCRIPTION,STAT_VALUE,REPORT_DATE
O1,Homicide,Homicide,0,10/01/2009
O1,Rape,Rape,0,10/01/2009
O1,Robbery,Robbery,8,10/01/2009
O1,Assault,Assault,2,10/01/2009
O1,Larceny-Theft,Larceny-Theft,51,10/01/2009
O1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,10/01/2009
O1,Burglary,Burglary,15,10/01/2009
M2,Burglary,Burglary,2,10/01/2009
M2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,10/01/2009
M2,Larceny-Theft,Larceny-Theft,98,10/01/2009
M2,Assault,Assault,6,10/01/2009
M2,Robbery,Robbery,7,10/01/2009
M2,Rape,Rape,1,10/01/2009
M2,Homicide,Homicide,0,10/01/2009
N1,Homicide,Homicide,0,10/01/2009
N1,Rape,Rape,1,10/01/2009
N1,Robbery,Robbery,4,10/01/2009
N1,Assault,Assault,5,10/01/2009
N1,Larceny-Theft,Larceny-Theft,44,10/01/2009
N1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,10/01/2009
N1,Burglary,Burglary,12,10/01/2009
J3,Homicide,Homicide,0,10/01/2009
J3,Rape,Rape,1,10/01/2009
J3,Robbery,Robbery,4,10/01/2009
J3,Assault,Assault,6,10/01/2009
J3,Larceny-Theft,Larceny-Theft,36,10/01/2009
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,10/01/2009
S1,Burglary,Burglary,9,10/01/2009
S1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,10/01/2009
S1,Larceny-Theft,Larceny-Theft,30,10/01/2009
S1,Assault,Assault,5,10/01/2009
S1,Robbery,Robbery,3,10/01/2009
S1,Rape,Rape,0,10/01/2009
J3,Burglary,Burglary,18,10/01/2009
C1,Burglary,Burglary,11,10/01/2009
C1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,10/01/2009
C1,Larceny-Theft,Larceny-Theft,33,10/01/2009
C1,Assault,Assault,3,10/01/2009
C1,Robbery,Robbery,3,10/01/2009
C1,Rape,Rape,0,10/01/2009
S1,Homicide,Homicide,0,10/01/2009
M1,Burglary,Burglary,7,10/01/2009
M1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,10/01/2009
M1,Larceny-Theft,Larceny-Theft,55,10/01/2009
M1,Assault,Assault,3,10/01/2009
M1,Robbery,Robbery,3,10/01/2009
B1,Burglary,Burglary,15,10/01/2009
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,10/01/2009
B1,Larceny-Theft,Larceny-Theft,48,10/01/2009
B1,Assault,Assault,1,10/01/2009
B1,Robbery,Robbery,2,10/01/2009
B1,Rape,Rape,0,10/01/2009
B1,Homicide,Homicide,0,10/01/2009
M1,Rape,Rape,1,10/01/2009
M1,Homicide,Homicide,0,10/01/2009
O2,Homicide,Homicide,0,10/01/2009
O2,Rape,Rape,0,10/01/2009
O2,Robbery,Robbery,4,10/01/2009
O2,Assault,Assault,2,10/01/2009
O2,Larceny-Theft,Larceny-Theft,42,10/01/2009
O2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,10/01/2009
O2,Burglary,Burglary,6,10/01/2009
C1,Homicide,Homicide,0,10/01/2009
L1,Burglary,Burglary,8,10/01/2009
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,10/01/2009
L1,Larceny-Theft,Larceny-Theft,23,10/01/2009
L1,Assault,Assault,4,10/01/2009
L1,Robbery,Robbery,0,10/01/2009
L1,Rape,Rape,0,10/01/2009
L1,Homicide,Homicide,0,10/01/2009
Q3,Burglary,Burglary,14,10/01/2009
Q3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,10/01/2009
Q3,Larceny-Theft,Larceny-Theft,32,10/01/2009
Q3,Assault,Assault,2,10/01/2009
Q3,Robbery,Robbery,2,10/01/2009
Q3,Rape,Rape,0,10/01/2009
Q3,Homicide,Homicide,0,10/01/2009
D1,Burglary,Burglary,15,10/01/2009
D1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,10/01/2009
D1,Larceny-Theft,Larceny-Theft,109,10/01/2009
D1,Assault,Assault,3,10/01/2009
D1,Robbery,Robbery,2,10/01/2009
D1,Rape,Rape,0,10/01/2009
D1,Homicide,Homicide,0,10/01/2009
R1,Homicide,Homicide,0,10/01/2009
R2,Homicide,Homicide,0,10/01/2009
R2,Rape,Rape,1,10/01/2009
R2,Robbery,Robbery,2,10/01/2009
R2,Assault,Assault,4,10/01/2009
R2,Larceny-Theft,Larceny-Theft,24,10/01/2009
R2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,10/01/2009
S3,Homicide,Homicide,0,10/01/2009
S3,Rape,Rape,0,10/01/2009
S3,Robbery,Robbery,3,10/01/2009
S3,Assault,Assault,4,10/01/2009
S3,Larceny-Theft,Larceny-Theft,19,10/01/2009
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,10/01/2009
S3,Burglary,Burglary,12,10/01/2009
W3,Homicide,Homicide,0,10/01/2009
W3,Rape,Rape,0,10/01/2009
W3,Robbery,Robbery,2,10/01/2009
W3,Assault,Assault,2,10/01/2009
W3,Larceny-Theft,Larceny-Theft,33,10/01/2009
W3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,10/01/2009
W3,Burglary,Burglary,15,10/01/2009
R2,Burglary,Burglary,9,10/01/2009
Q2,Burglary,Burglary,16,10/01/2009
Q2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,10/01/2009
Q2,Larceny-Theft,Larceny-Theft,36,10/01/2009
Q2,Assault,Assault,4,10/01/2009
Q2,Robbery,Robbery,2,10/01/2009
Q2,Rape,Rape,0,10/01/2009
Q2,Homicide,Homicide,0,10/01/2009
R1,Rape,Rape,0,10/01/2009
R1,Robbery,Robbery,2,10/01/2009
R1,Assault,Assault,2,10/01/2009
R1,Larceny-Theft,Larceny-Theft,33,10/01/2009
R1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,10/01/2009
R1,Burglary,Burglary,17,10/01/2009
R3,Homicide,Homicide,0,10/01/2009
R3,Rape,Rape,0,10/01/2009
R3,Robbery,Robbery,5,10/01/2009
R3,Assault,Assault,1,10/01/2009
R3,Larceny-Theft,Larceny-Theft,25,10/01/2009
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,10/01/2009
R3,Burglary,Burglary,8,10/01/2009
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,10/01/2009
L2,Larceny-Theft,Larceny-Theft,38,10/01/2009
L2,Assault,Assault,4,10/01/2009
L2,Robbery,Robbery,2,10/01/2009
L2,Rape,Rape,0,10/01/2009
L2,Homicide,Homicide,0,10/01/2009
Q1,Burglary,Burglary,28,10/01/2009
Q1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,10/01/2009
Q1,Larceny-Theft,Larceny-Theft,36,10/01/2009
Q1,Assault,Assault,0,10/01/2009
Q1,Robbery,Robbery,0,10/01/2009
Q1,Rape,Rape,0,10/01/2009
Q1,Homicide,Homicide,0,10/01/2009
F2,Burglary,Burglary,6,10/01/2009
F2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,10/01/2009
F2,Larceny-Theft,Larceny-Theft,28,10/01/2009
F2,Assault,Assault,2,10/01/2009
F2,Robbery,Robbery,2,10/01/2009
F2,Rape,Rape,0,10/01/2009
M2,Robbery,Robbery,11,09/01/2009
M2,Rape,Rape,0,09/01/2009
M2,Homicide,Homicide,0,09/01/2009
N3,Assault,Assault,4,09/01/2009
N3,Robbery,Robbery,3,09/01/2009
N3,Rape,Rape,0,09/01/2009
R2,Homicide,Homicide,0,09/01/2009
N3,Homicide,Homicide,0,09/01/2009
F2,Burglary,Burglary,8,09/01/2009
F2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
F2,Larceny-Theft,Larceny-Theft,21,09/01/2009
F2,Assault,Assault,2,09/01/2009
F2,Robbery,Robbery,2,09/01/2009
F2,Rape,Rape,0,09/01/2009
F2,Homicide,Homicide,0,09/01/2009
J1,Burglary,Burglary,9,09/01/2009
K1,Assault,Assault,8,09/01/2009
K1,Larceny-Theft,Larceny-Theft,70,09/01/2009
Q1,Burglary,Burglary,13,09/01/2009
K1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,09/01/2009
Q1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,09/01/2009
L1,Burglary,Burglary,12,09/01/2009
G2,Homicide,Homicide,0,09/01/2009
G2,Rape,Rape,0,09/01/2009
G2,Robbery,Robbery,6,09/01/2009
G2,Assault,Assault,5,09/01/2009
G2,Larceny-Theft,Larceny-Theft,33,09/01/2009
G2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
G2,Burglary,Burglary,10,09/01/2009
O3,Homicide,Homicide,0,09/01/2009
O3,Rape,Rape,0,09/01/2009
O3,Robbery,Robbery,2,09/01/2009
O3,Assault,Assault,4,09/01/2009
O3,Larceny-Theft,Larceny-Theft,24,09/01/2009
O3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,09/01/2009
O3,Burglary,Burglary,9,09/01/2009
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,09/01/2009
L1,Larceny-Theft,Larceny-Theft,34,09/01/2009
J3,Rape,Rape,0,09/01/2009
J3,Robbery,Robbery,1,09/01/2009
J3,Assault,Assault,2,09/01/2009
J3,Larceny-Theft,Larceny-Theft,68,09/01/2009
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
N1,Homicide,Homicide,0,09/01/2009
N1,Rape,Rape,0,09/01/2009
N1,Robbery,Robbery,2,09/01/2009
N1,Assault,Assault,8,09/01/2009
N1,Larceny-Theft,Larceny-Theft,38,09/01/2009
N1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
N1,Burglary,Burglary,13,09/01/2009
F3,Burglary,Burglary,11,09/01/2009
F3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,09/01/2009
F3,Larceny-Theft,Larceny-Theft,20,09/01/2009
F3,Assault,Assault,8,09/01/2009
F3,Robbery,Robbery,6,09/01/2009
F3,Rape,Rape,0,09/01/2009
F3,Homicide,Homicide,0,09/01/2009
L1,Assault,Assault,1,09/01/2009
L1,Robbery,Robbery,1,09/01/2009
L1,Rape,Rape,0,09/01/2009
L1,Homicide,Homicide,0,09/01/2009
D1,Burglary,Burglary,14,09/01/2009
K1,Burglary,Burglary,5,09/01/2009
E3,Homicide,Homicide,0,09/01/2009
C3,Homicide,Homicide,0,09/01/2009
C3,Rape,Rape,0,09/01/2009
C3,Robbery,Robbery,3,09/01/2009
C3,Assault,Assault,2,09/01/2009
C3,Larceny-Theft,Larceny-Theft,23,09/01/2009
C3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,09/01/2009
C3,Burglary,Burglary,13,09/01/2009
E3,Rape,Rape,0,09/01/2009
E3,Robbery,Robbery,6,09/01/2009
E3,Assault,Assault,1,09/01/2009
E3,Larceny-Theft,Larceny-Theft,20,09/01/2009
R3,Homicide,Homicide,0,09/01/2009
E3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,09/01/2009
U3,Homicide,Homicide,0,09/01/2009
J3,Burglary,Burglary,23,09/01/2009
U3,Rape,Rape,0,09/01/2009
U3,Robbery,Robbery,4,09/01/2009
U3,Assault,Assault,4,09/01/2009
U3,Larceny-Theft,Larceny-Theft,32,09/01/2009
U3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,09/01/2009
W3,Homicide,Homicide,0,09/01/2009
U3,Burglary,Burglary,13,09/01/2009
D1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
G3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
D1,Larceny-Theft,Larceny-Theft,125,09/01/2009
D1,Assault,Assault,2,09/01/2009
D1,Robbery,Robbery,7,09/01/2009
D1,Rape,Rape,1,09/01/2009
N2,Homicide,Homicide,0,09/01/2009
N2,Rape,Rape,0,09/01/2009
N2,Robbery,Robbery,4,09/01/2009
N2,Assault,Assault,4,09/01/2009
N2,Larceny-Theft,Larceny-Theft,27,09/01/2009
N2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,09/01/2009
N2,Burglary,Burglary,6,09/01/2009
W3,Rape,Rape,0,09/01/2009
W3,Robbery,Robbery,1,09/01/2009
W3,Assault,Assault,0,09/01/2009
W3,Larceny-Theft,Larceny-Theft,29,09/01/2009
W3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
W3,Burglary,Burglary,17,09/01/2009
R3,Rape,Rape,0,09/01/2009
L2,Burglary,Burglary,24,09/01/2009
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
L2,Larceny-Theft,Larceny-Theft,26,09/01/2009
L2,Assault,Assault,5,09/01/2009
L2,Robbery,Robbery,3,09/01/2009
L2,Rape,Rape,0,09/01/2009
L2,Homicide,Homicide,0,09/01/2009
D1,Homicide,Homicide,0,09/01/2009
E3,Burglary,Burglary,5,09/01/2009
CITYWIDE,Burglary,Burglary,1,09/01/2009
CITYWIDE,Burglary,Burglary,1,09/01/2009
CITYWIDE,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",0,09/01/2009
CITYWIDE,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",0,09/01/2009
CITYWIDE,Larceny-Theft,Larceny-Theft,10,09/01/2009
CITYWIDE,Larceny-Theft,Larceny-Theft,10,09/01/2009
CITYWIDE,Assault,Assault,5,09/01/2009
CITYWIDE,Assault,Assault,5,09/01/2009
CITYWIDE,Robbery,Robbery,3,09/01/2009
CITYWIDE,Robbery,Robbery,3,09/01/2009
CITYWIDE,Rape,Rape,3,09/01/2009
CITYWIDE,Rape,Rape,3,09/01/2009
D2,Homicide,Homicide,0,09/01/2009
D2,Rape,Rape,0,09/01/2009
D2,Robbery,Robbery,4,09/01/2009
D2,Assault,Assault,6,09/01/2009
D2,Larceny-Theft,Larceny-Theft,64,09/01/2009
D2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
D2,Burglary,Burglary,10,09/01/2009
R3,Robbery,Robbery,2,09/01/2009
R3,Assault,Assault,9,09/01/2009
R3,Larceny-Theft,Larceny-Theft,11,09/01/2009
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,09/01/2009
R3,Burglary,Burglary,9,09/01/2009
CITYWIDE,Homicide,Homicide,0,09/01/2009
CITYWIDE,Homicide,Homicide,0,09/01/2009
S1,Burglary,Burglary,11,09/01/2009
L3,Burglary,Burglary,13,09/01/2009
L3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",14,09/01/2009
L3,Larceny-Theft,Larceny-Theft,28,09/01/2009
L3,Assault,Assault,0,09/01/2009
L3,Robbery,Robbery,0,09/01/2009
L3,Rape,Rape,0,09/01/2009
Q2,Larceny-Theft,Larceny-Theft,42,09/01/2009
Q2,Assault,Assault,2,09/01/2009
Q2,Robbery,Robbery,3,09/01/2009
Q2,Rape,Rape,1,09/01/2009
Q2,Homicide,Homicide,0,09/01/2009
Q3,Burglary,Burglary,20,09/01/2009
Q3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,09/01/2009
E1,Homicide,Homicide,0,09/01/2009
E1,Rape,Rape,0,09/01/2009
E1,Robbery,Robbery,4,09/01/2009
E1,Assault,Assault,1,09/01/2009
E1,Larceny-Theft,Larceny-Theft,26,09/01/2009
E1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,09/01/2009
E1,Burglary,Burglary,8,09/01/2009
S1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
S1,Larceny-Theft,Larceny-Theft,15,09/01/2009
S1,Assault,Assault,5,09/01/2009
S1,Robbery,Robbery,3,09/01/2009
S1,Rape,Rape,0,09/01/2009
S2,Burglary,Burglary,11,09/01/2009
S2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,09/01/2009
L3,Homicide,Homicide,0,09/01/2009
S2,Larceny-Theft,Larceny-Theft,17,09/01/2009
S2,Assault,Assault,3,09/01/2009
S2,Robbery,Robbery,3,09/01/2009
S2,Rape,Rape,1,09/01/2009
S2,Homicide,Homicide,0,09/01/2009
J2,Homicide,Homicide,0,09/01/2009
J2,Rape,Rape,0,09/01/2009
J2,Robbery,Robbery,6,09/01/2009
J2,Assault,Assault,9,09/01/2009
J2,Larceny-Theft,Larceny-Theft,74,09/01/2009
J2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",14,09/01/2009
J2,Burglary,Burglary,11,09/01/2009
K2,Homicide,Homicide,0,09/01/2009
U1,Homicide,Homicide,0,09/01/2009
U1,Rape,Rape,0,09/01/2009
U1,Robbery,Robbery,2,09/01/2009
U1,Assault,Assault,1,09/01/2009
U1,Larceny-Theft,Larceny-Theft,49,09/01/2009
U1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,09/01/2009
U1,Burglary,Burglary,9,09/01/2009
C1,Homicide,Homicide,0,09/01/2009
K2,Rape,Rape,0,09/01/2009
K2,Robbery,Robbery,5,09/01/2009
K2,Assault,Assault,10,09/01/2009
K2,Larceny-Theft,Larceny-Theft,42,09/01/2009
K2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",0,09/01/2009
S1,Homicide,Homicide,0,09/01/2009
K2,Burglary,Burglary,1,09/01/2009
Q3,Larceny-Theft,Larceny-Theft,57,09/01/2009
Q3,Assault,Assault,2,09/01/2009
Q3,Robbery,Robbery,0,09/01/2009
Q3,Rape,Rape,0,09/01/2009
W1,Homicide,Homicide,0,09/01/2009
Q3,Homicide,Homicide,0,09/01/2009
C2,Homicide,Homicide,0,09/01/2009
C2,Rape,Rape,0,09/01/2009
C2,Robbery,Robbery,1,09/01/2009
C2,Assault,Assault,4,09/01/2009
C2,Larceny-Theft,Larceny-Theft,31,09/01/2009
C2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
C2,Burglary,Burglary,13,09/01/2009
J1,Homicide,Homicide,0,09/01/2009
J1,Rape,Rape,1,09/01/2009
J1,Robbery,Robbery,4,09/01/2009
J1,Assault,Assault,4,09/01/2009
J1,Larceny-Theft,Larceny-Theft,106,09/01/2009
B1,Burglary,Burglary,24,09/01/2009
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
J1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",17,09/01/2009
F1,Homicide,Homicide,0,09/01/2009
F1,Rape,Rape,1,09/01/2009
F1,Robbery,Robbery,1,09/01/2009
F1,Assault,Assault,7,09/01/2009
F1,Larceny-Theft,Larceny-Theft,25,09/01/2009
F1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,09/01/2009
F1,Burglary,Burglary,10,09/01/2009
G1,Homicide,Homicide,0,09/01/2009
G1,Rape,Rape,0,09/01/2009
G1,Robbery,Robbery,2,09/01/2009
G1,Assault,Assault,2,09/01/2009
G1,Larceny-Theft,Larceny-Theft,28,09/01/2009
G1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,09/01/2009
G1,Burglary,Burglary,22,09/01/2009
B1,Larceny-Theft,Larceny-Theft,34,09/01/2009
B1,Assault,Assault,3,09/01/2009
B1,Robbery,Robbery,1,09/01/2009
B1,Rape,Rape,1,09/01/2009
B1,Homicide,Homicide,0,09/01/2009
C1,Larceny-Theft,Larceny-Theft,29,09/01/2009
C1,Assault,Assault,3,09/01/2009
C1,Robbery,Robbery,1,09/01/2009
U2,Homicide,Homicide,0,09/01/2009
U2,Rape,Rape,2,09/01/2009
U2,Robbery,Robbery,3,09/01/2009
U2,Assault,Assault,2,09/01/2009
U2,Larceny-Theft,Larceny-Theft,59,09/01/2009
R1,Homicide,Homicide,0,09/01/2009
B2,Homicide,Homicide,0,09/01/2009
B2,Rape,Rape,0,09/01/2009
B2,Robbery,Robbery,2,09/01/2009
B2,Assault,Assault,2,09/01/2009
B2,Larceny-Theft,Larceny-Theft,52,09/01/2009
B2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",19,09/01/2009
B2,Burglary,Burglary,15,09/01/2009
R1,Rape,Rape,0,09/01/2009
R1,Robbery,Robbery,6,09/01/2009
R1,Assault,Assault,4,09/01/2009
R1,Larceny-Theft,Larceny-Theft,25,09/01/2009
R1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,09/01/2009
S3,Homicide,Homicide,0,09/01/2009
S3,Rape,Rape,0,09/01/2009
R1,Burglary,Burglary,17,09/01/2009
Q1,Larceny-Theft,Larceny-Theft,42,09/01/2009
M3,Burglary,Burglary,5,09/01/2009
M3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,09/01/2009
M3,Larceny-Theft,Larceny-Theft,92,09/01/2009
M3,Assault,Assault,4,09/01/2009
M3,Robbery,Robbery,6,09/01/2009
E2,Homicide,Homicide,0,09/01/2009
E2,Rape,Rape,0,09/01/2009
E2,Robbery,Robbery,3,09/01/2009
E2,Assault,Assault,2,09/01/2009
E2,Larceny-Theft,Larceny-Theft,66,09/01/2009
E2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,09/01/2009
E2,Burglary,Burglary,13,09/01/2009
S3,Robbery,Robbery,1,09/01/2009
S3,Assault,Assault,5,09/01/2009
S3,Larceny-Theft,Larceny-Theft,31,09/01/2009
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
S3,Burglary,Burglary,20,09/01/2009
M3,Rape,Rape,0,09/01/2009
M3,Homicide,Homicide,0,09/01/2009
U2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,09/01/2009
U2,Burglary,Burglary,17,09/01/2009
C1,Rape,Rape,0,09/01/2009
G3,Burglary,Burglary,17,09/01/2009
O2,Assault,Assault,0,09/01/2009
O2,Larceny-Theft,Larceny-Theft,40,09/01/2009
O2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
D3,Homicide,Homicide,0,09/01/2009
D3,Rape,Rape,0,09/01/2009
D3,Robbery,Robbery,7,09/01/2009
D3,Assault,Assault,4,09/01/2009
D3,Larceny-Theft,Larceny-Theft,67,09/01/2009
D3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,09/01/2009
D3,Burglary,Burglary,7,09/01/2009
M1,Burglary,Burglary,7,09/01/2009
M1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,09/01/2009
M1,Larceny-Theft,Larceny-Theft,43,09/01/2009
M1,Assault,Assault,3,09/01/2009
M1,Robbery,Robbery,1,09/01/2009
M1,Rape,Rape,0,09/01/2009
M1,Homicide,Homicide,0,09/01/2009
O2,Burglary,Burglary,5,09/01/2009
C1,Burglary,Burglary,12,09/01/2009
C1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,09/01/2009
K1,Homicide,Homicide,0,09/01/2009
K1,Rape,Rape,1,09/01/2009
Q2,Burglary,Burglary,17,09/01/2009
K1,Robbery,Robbery,6,09/01/2009
B3,Homicide,Homicide,0,09/01/2009
B3,Rape,Rape,0,09/01/2009
B3,Robbery,Robbery,3,09/01/2009
B3,Assault,Assault,0,09/01/2009
B3,Larceny-Theft,Larceny-Theft,69,09/01/2009
B3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,09/01/2009
B3,Burglary,Burglary,18,09/01/2009
O1,Homicide,Homicide,0,09/01/2009
O1,Rape,Rape,0,09/01/2009
O1,Robbery,Robbery,1,09/01/2009
O1,Assault,Assault,4,09/01/2009
O1,Larceny-Theft,Larceny-Theft,61,09/01/2009
W1,Rape,Rape,0,09/01/2009
W1,Robbery,Robbery,2,09/01/2009
W1,Assault,Assault,5,09/01/2009
W1,Larceny-Theft,Larceny-Theft,36,09/01/2009
W1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,09/01/2009
W1,Burglary,Burglary,17,09/01/2009
O1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,09/01/2009
O1,Burglary,Burglary,9,09/01/2009
R2,Rape,Rape,0,09/01/2009
R2,Robbery,Robbery,4,09/01/2009
R2,Assault,Assault,3,09/01/2009
R2,Larceny-Theft,Larceny-Theft,16,09/01/2009
R2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,09/01/2009
R2,Burglary,Burglary,10,09/01/2009
W2,Homicide,Homicide,0,09/01/2009
W2,Rape,Rape,0,09/01/2009
W2,Robbery,Robbery,1,09/01/2009
W2,Assault,Assault,5,09/01/2009
W2,Larceny-Theft,Larceny-Theft,30,09/01/2009
W2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,09/01/2009
W2,Burglary,Burglary,26,09/01/2009
Q1,Assault,Assault,2,09/01/2009
Q2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,09/01/2009
N3,Burglary,Burglary,7,09/01/2009
K3,Homicide,Homicide,0,09/01/2009
K3,Rape,Rape,0,09/01/2009
K3,Robbery,Robbery,7,09/01/2009
O2,Homicide,Homicide,0,09/01/2009
O2,Rape,Rape,0,09/01/2009
O2,Robbery,Robbery,0,09/01/2009
K3,Assault,Assault,5,09/01/2009
K3,Larceny-Theft,Larceny-Theft,116,09/01/2009
